"SampleID","TA","Mass","Salinity"
"JUNK 1",2234.07939815544,59.637,35
"HT 1",2700.02052828284,59.682,35.11
"HT 2",2696.21170673072,60.215,35.11
"BT 1",2695.67250435704,59.675,35.15
"BT 2",2698.79234560889,60.141,35.15
"BT 3",2700.08447781455,59.687,35.15
"QT 1",2611.48790811762,59.994,36.4
"QT 2",2613.56030521829,60.203,36.4
