"SampleID","TA","Mass","Salinity"
"JUNK1",2270.28371447114,60.173,35
"POC-386",2324.0085661087,60.373,38.06
"POR-354",2309.65549162679,59.868,38.06
"INITIAL-2",2336.08593365965,59.517,38.15
"INITIAL-1",2334.68461218021,60.175,38.14
"POC-44",2316.96398025246,59.912,38.17
"BLANK-10",2336.38727847286,60.094,38.18
"POR-79",2257.74172138601,60.193,38.17
"POC-45",2319.05071812265,60.091,38.18
