Sample ID1,Weight,Salinity
JUNK 1,60.207,35
Initial2_20200909_2,59.741,40.49
POC-359_20200909_1,59.578,40.52
POC-369_20200909_2,60.163,40.5
POC-378_20200909_2,59.926,40.63
POC-395_20200909_2,59.611,40.63
POR-349_20200909_2,60.468,40.66
POR-355_20200909_2,59.525,40.59
POR-384_20200909_2,60.238,40.7
