Task,T280
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,165.4,25.0
2,165.4,25.0
3,165.4,25.0
4,165.4,25.0
5,165.5,25.0
6,165.5,25.0
7,165.5,25.0
8,165.5,25.0
9,165.5,25.0
10,165.5,25.0
11,165.5,25.0
12,165.5,25.0
13,165.6,25.0
14,165.6,25.0
15,165.6,25.0
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,16.6,25.0
2,16.4,25.0
3,16.1,25.0
4,15.8,25.0
5,15.5,25.0
6,15.3,25.0
7,15.1,25.0
8,14.8,25.0
9,14.6,25.0
10,14.4,25.0
11,14.2,25.0
12,14.0,25.0
13,13.8,25.0
14,13.6,25.0
15,13.4,25.0
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-168.4,25.0
2,-168.7,25.0
3,-168.9,25.0
4,-169.1,25.0
5,-169.3,25.0
6,-169.5,25.0
7,-169.7,25.0
8,-169.9,25.0
9,-170.1,25.0
10,-170.3,25.0
11,-170.5,25.0
12,-170.6,25.0
13,-170.8,25.0
14,-171.0,25.0
15,-171.1,25.0
