Sample ID1,Weight,Salinity
JUNK 1,59.707,35
POR-70_20200109_11,47.102,41.18
POR-76_20200109_11,51.649,37.55
POR-80_20200109_11,48.432,37.83
ACR-150_20200109_11,46.331,37.93
ACR-396_20200108_9,54.322,37.22
BK-11_20200109_11,49.935,37.6
POC-42_20200109_11,48.979,37.82
POC-44_20200109_11,48.055,38.71
