Sample ID1,Weight,Salinity
JUNK 1,44.108,35
ACR-139_20200110_13,50.256,37.17
POR-81_20200110_13,50.735,37.34
ACR-187_20200110_13,51.731,37.3
BK-13_20200110_13,50.645,37.47
POR-79_20200110_13,51.79,37.07
POR-71_20200110_13,50.08,37.9
POC-52_20200110_13,49.71,37.44
ACR-190_20200110_13,50.497,37.64
