"SampleID","TA","Mass","Salinity"
"JUNK 1",2446.89246357713,59.876,35
"POR-251_20201103_4",2293.29224240059,59.387,39.29
"Initial1_20201104_6",2342.07397789566,59.896,39.22
"POR-262_20201103_4",2266.24457289213,60.434,39.26
"Initial1_20201104_5",2343.4725782283,60.971,39.27
"POR-338_20201104_5",2288.88805493693,60.698,39.16
"POR-245_20201103_3",2261.05436730369,60.193,39.18
"POR-354_20201104_6",2296.80521823415,59.555,39.08
"BK_5_20201104_5",2347.68599561502,60.532,39.23
