Sample ID1,Weight,Salinity
JUNK 1,59.876,35
POR-251_20201103_4,59.387,39.29
Initial1_20201104_6,59.896,39.22
POR-262_20201103_4,60.434,39.26
Initial1_20201104_5,60.971,39.27
POR-338_20201104_5,60.698,39.16
POR-245_20201103_3,60.193,39.18
POR-354_20201104_6,59.555,39.08
BK_5_20201104_5,60.532,39.23
