"SampleID","TA","Mass","Salinity"
"JUNK1",2785.88960074103,59.833,35
"TANK1",2032.99636827027,60.236,32.86
"TANK2",2025.35809989408,59.601,32.86
"TANK3",2026.8978478435,60.205,32.86
