"SampleID","TA","Mass","Salinity"
"JUNK2",2071.42576229961,60.195,35
"BK4_RUN4_20200912",2342.58141540729,60.159,37.78
"INITIAL1_RUN1_20200909",2345.17364170662,59.601,37.69
"POR240_RUN5_20200913",2184.00378316407,59.791,37.72
