Sample ID1,Weight,Salinity
JUNK1,59.896,35
HT1,59.672,35.53
HT2,59.538,35.53
BT1,59.849,35.48
BT2,59.528,35.48
BT3,59.763,35.48
QT1,60.09,35.36
QT2,60.172,35.36
