"Task","T3209"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","169.8","20.4"
"2","169.8","20.4"
"3","169.8","20.4"
"4","169.9","20.4"
"5","169.9","20.4"
"6","169.8","20.4"
"7","169.9","20.4"
"8","169.8","20.4"
"9","169.8","20.4"
"10","169.9","20.4"
"11","170.1","20.4"
"12","170.0","20.4"
"13","169.9","20.4"
"14","170.0","20.4"
"15","170.0","20.4"
"16","170.0","20.4"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-2.0","20.3"
"2","-2.0","20.3"
"3","-2.0","20.3"
"4","-2.0","20.3"
"5","-2.0","20.3"
"6","-2.0","20.3"
"7","-2.0","20.3"
"8","-2.0","20.3"
"9","-2.0","20.3"
"10","-2.0","20.3"
"11","-2.0","20.3"
"12","-2.0","20.3"
"13","-2.0","20.3"
"14","-2.0","20.3"
"15","-2.0","20.3"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-175.0","20.2"
"2","-174.9","20.2"
"3","-175.0","20.2"
"4","-175.0","20.2"
"5","-175.0","20.2"
"6","-175.1","20.2"
"7","-175.0","20.2"
"8","-175.1","20.2"
"9","-175.0","20.2"
"10","-175.0","20.2"
"11","-175.0","20.2"
"12","-175.0","20.2"
"13","-175.1","20.2"
"14","-175.1","20.2"
"15","-175.0","20.2"
