"SampleID","TA","Mass","Salinity"
"JUNK1",2281.43717064433,59.678,35
"POR-69",2164.33223065006,59.976,38.14
"POC-68",2321.23543991343,59.537,38.16
"POR-71",2184.29178281424,60.46,38.17
"ACR-139",2297.47202192576,59.631,38.17
"POR-77",2231.06018551181,59.984,38.17
"ACR-145",2313.15975234594,59.812,38.17
"POC-55",2314.56794666255,60.002,38.17
"POR-80",2243.56993167095,59.773,38.17
