Sample ID1,Weight,Salinity
JUNK1,59.678,35
POR-69,59.976,38.14
POC-68,59.537,38.16
POR-71,60.46,38.17
ACR-139,59.631,38.17
POR-77,59.984,38.17
ACR-145,59.812,38.17
POC-55,60.002,38.17
POR-80,59.773,38.17
