Sample ID1,Weight,Salinity
JUNK2,59.87,35
HT1,60.103,33.15
HT2,60.421,33.15
BT1,60.073,33
BT2,60.012,33
BT3,59.622,33
QT1,60.252,34.23
QT2,59.973,34.23
