"SampleID","TA","Mass","Salinity"
"JUNK 1",2326.23453809787,59.641,35
"HT 1",2741.38778806442,59.54,34.89
"HT 2",2737.66095013805,60.492,34.89
"BT 1",2737.91493261768,59.789,34.86
"BT 2",2728.88192641176,60.128,34.86
"BT 3",2734.46469248642,60.241,34.86
"QT 1",2535.70756844087,59.746,35.94
"QT 2",2532.6138192216,60.037,35.94
