"Task","T3247"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","170.0","20.3"
"2","170.0","20.3"
"3","170.0","20.3"
"4","170.0","20.3"
"5","170.1","20.3"
"6","170.1","20.3"
"7","170.1","20.3"
"8","170.1","20.3"
"9","170.1","20.3"
"10","170.1","20.3"
"11","170.1","20.3"
"12","170.1","20.3"
"13","170.2","20.3"
"14","170.2","20.3"
"15","170.2","20.3"
"16","170.2","20.3"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-1.9","20.3"
"2","-1.9","20.3"
"3","-1.8","20.3"
"4","-1.8","20.3"
"5","-1.9","20.3"
"6","-1.9","20.3"
"7","-1.9","20.3"
"8","-1.9","20.3"
"9","-1.8","20.3"
"10","-1.9","20.3"
"11","-1.9","20.3"
"12","-1.9","20.3"
"13","-1.9","20.3"
"14","-1.8","20.3"
"15","-1.8","20.3"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-173.5","20.2"
"2","-173.5","20.2"
"3","-173.5","20.2"
"4","-173.5","20.2"
"5","-173.6","20.2"
"6","-173.6","20.2"
"7","-173.6","20.2"
"8","-173.6","20.2"
"9","-173.6","20.2"
"10","-173.6","20.2"
"11","-173.7","20.2"
"12","-173.7","20.2"
"13","-173.6","20.2"
"14","-173.6","20.2"
"15","-173.7","20.2"
"16","-173.7","20.2"
