"Date","SampleID","TA","Mass","Salinity"
"20240601","JUNK1",2502.16910685503,59.834,35
"20240601","BT1",2710.63237964505,60.189,35.24
"20240601","BT2",2710.90838331022,59.742,35.24
"20240601","BT3",2704.42352040269,60.259,35.23
"20240601","BT4",2707.81581866365,60.496,35.23
