"Date","SampleID","TA","Mass","Salinity"
"20240201","JUNK1",2903.49315620727,60.308,35
"20240201","BT1",2787.41176633623,59.816,34.68
"20240201","BT2",2748.08745330058,60.35,34.68
"20240201","BT3",2788.88521913137,60.244,34.68
"20240201","BT4",2788.01873560945,60.245,34.68
