"SampleID","TA","Mass","Salinity"
"INITIAL-2",2323.47645891917,60.309,35.66
"BLANK-4",2323.38824894761,60.327,35.64
"POC-219",2314.63393459143,60.164,35.64
"POR-216",2162.56151837602,59.636,35.64
"INITIAL-1",2302.12915601656,59.576,35.66
"POC-205",2306.82987290008,60.252,35.64
"POR-383",2292.09784313125,59.837,35.83
"POR-381",2268.80549000996,60.483,35.84
