"SampleID","TA","Mass","Salinity"
"JUNK 1",2580.55934541262,59.618,35
"HT 1",2417.68766009084,60.005,34.04
"HT 2",2420.90447268405,60.05,34.04
"BT 1",2422.41928329882,60.415,33.97
"BT 2",2423.95556690519,59.593,33.97
"BT 3",2421.89852712628,59.779,33.97
"QT 1",2618.93757849104,59.692,34.02
"QT 2",2619.46632980342,60.268,34.02
