Task,T897
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,178.4,20.6
2,178.4,20.6
3,178.4,20.6
4,178.4,20.6
5,178.3,20.6
6,178.4,20.6
7,178.4,20.6
8,178.3,20.6
9,178.3,20.6
10,178.4,20.6
11,178.4,20.6
12,178.4,20.6
13,178.4,20.6
14,178.4,20.6
15,178.4,20.6
16,178.3,20.6
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,6.4,20.4
2,6.4,20.4
3,6.3,20.4
4,6.3,20.4
5,6.3,20.4
6,6.3,20.4
7,6.3,20.4
8,6.3,20.4
9,6.3,20.4
10,6.3,20.4
11,6.3,20.4
12,6.3,20.4
13,6.3,20.4
14,6.3,20.4
15,6.3,20.4
16,6.3,20.4
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-168.6,20.3
2,-168.6,20.3
3,-168.6,20.3
4,-168.6,20.3
5,-168.7,20.3
6,-168.7,20.3
7,-168.7,20.3
8,-168.7,20.3
9,-168.7,20.3
10,-168.7,20.3
11,-168.7,20.3
12,-168.7,20.3
13,-168.7,20.3
14,-168.7,20.3
15,-168.7,20.3
