Sample ID1,Weight,Salinity
JUNK 1,59.618,35
HT 1,60.005,34.04
HT 2,60.05,34.04
BT 1,60.415,33.97
BT 2,59.593,33.97
BT 3,59.779,33.97
QT 1,59.692,34.02
QT 2,60.268,34.02
