Sample ID1,Weight,Salinity
JUNK1,60.214,35
HT1,60.228,36.36
HT2,59.604,36.36
BT1,59.652,36.38
BT2,60.131,36.38
BT3,59.569,36.38
QT1,59.796,36.14
QT2,59.911,36.14
