Task,T803
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,176.1,20.3
2,176.1,20.3
3,176.1,20.3
4,176.1,20.3
5,176.1,20.3
6,176.1,20.3
7,176.1,20.3
8,176.1,20.3
9,176.1,20.3
10,176.1,20.3
11,176.0,20.3
12,176.0,20.3
13,176.0,20.3
14,176.1,20.3
15,176.1,20.3
16,176.1,20.3
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,2.5,20.2
2,2.4,20.2
3,2.5,20.2
4,2.5,20.2
5,2.4,20.2
6,2.4,20.2
7,2.4,20.2
8,2.4,20.2
9,2.5,20.2
10,2.5,20.2
11,2.5,20.2
12,2.4,20.2
13,2.4,20.2
14,2.4,20.2
15,2.4,20.2
16,2.4,20.2
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-173.2,20.1
2,-173.3,20.1
3,-173.3,20.1
4,-173.3,20.1
5,-173.3,20.1
6,-173.3,20.1
7,-173.3,20.1
8,-173.3,20.1
9,-173.3,20.1
10,-173.3,20.1
11,-173.3,20.1
12,-173.3,20.1
13,-173.3,20.1
14,-173.3,20.1
15,-173.3,20.1
16,-173.3,20.1
