"SampleID","TA","Mass","Salinity"
"JUNK1",2074.10544477908,59.34,35
"TANK1",2070.03617533076,60.017,32.99
"TANK2",2072.43783887673,60.449,32.99
"TANK3",2070.84952930117,59.978,32.99
