"Task","T3030"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","169.7","21.9"
"2","169.8","21.9"
"3","169.9","21.9"
"4","169.9","21.9"
"5","169.9","21.9"
"6","170.0","21.9"
"7","170.0","21.9"
"8","170.0","21.9"
"9","170.0","21.9"
"10","170.1","21.9"
"11","170.0","21.9"
"12","170.1","21.9"
"13","170.1","21.9"
"14","170.2","21.9"
"15","170.1","21.9"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-0.9","21.8"
"2","-0.9","21.8"
"3","-0.9","21.8"
"4","-0.9","21.8"
"5","-0.9","21.8"
"6","-0.9","21.8"
"7","-0.9","21.8"
"8","-0.9","21.8"
"9","-0.9","21.8"
"10","-0.9","21.8"
"11","-0.9","21.8"
"12","-0.9","21.8"
"13","-0.9","21.8"
"14","-0.9","21.8"
"15","-0.9","21.8"
"16","-0.9","21.8"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-172.0","21.8"
"2","-172.1","21.8"
"3","-172.0","21.8"
"4","-172.0","21.8"
"5","-172.0","21.8"
"6","-172.0","21.8"
"7","-172.0","21.8"
"8","-172.0","21.8"
"9","-172.1","21.8"
"10","-172.0","21.8"
"11","-172.1","21.8"
"12","-172.1","21.8"
"13","-172.1","21.8"
"14","-172.1","21.8"
"15","-172.1","21.8"
"16","-172.1","21.8"
