"Task","T3029"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","171.1","22.1"
"2","171.1","22.1"
"3","171.2","22.1"
"4","171.2","22.1"
"5","171.2","22.1"
"6","171.2","22.1"
"7","171.2","22.1"
"8","171.2","22.1"
"9","171.3","22.1"
"10","171.3","22.1"
"11","171.3","22.1"
"12","171.3","22.1"
"13","171.3","22.1"
"14","171.4","22.1"
"15","171.4","22.1"
"16","171.4","22.1"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-0.4","22.0"
"2","-0.4","22.0"
"3","-0.4","22.0"
"4","-0.4","22.0"
"5","-0.4","22.0"
"6","-0.4","22.0"
"7","-0.4","22.0"
"8","-0.4","22.0"
"9","-0.4","22.0"
"10","-0.4","22.0"
"11","-0.4","22.0"
"12","-0.4","22.0"
"13","-0.4","22.0"
"14","-0.4","22.0"
"15","-0.4","22.0"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-171.4","21.9"
"2","-171.4","21.9"
"3","-171.4","21.9"
"4","-171.4","21.9"
"5","-171.4","21.9"
"6","-171.4","21.9"
"7","-171.5","21.9"
"8","-171.5","21.9"
"9","-171.5","21.9"
"10","-171.5","21.9"
"11","-171.5","21.9"
"12","-171.6","21.9"
"13","-171.5","21.9"
"14","-171.5","21.9"
"15","-171.5","21.9"
"16","-171.6","21.9"
