Sample ID1,Weight,Salinity
JUNK 1,58.154,35
BK-12_20201107_12,54.23,38.59
Initial2_20201107_11,52.308,38.47
Initial1_20201107_11,51.364,39.3
POR-82_20201107_12,54.183,38.1
POR-81_20201107_12,46.797,42.17
POR-83_20201107_12,54.008,37.96
Initial2_20201107_12,51.491,38.7
