Sample ID1,Weight,Salinity
JUNK 1,48.867,35
POR-75_20201107_11,51.645,39.16
ACR-178_20201107_11,52.936,39.9
POC-52_20201107_11,52.31,39.14
POC-48_20201107_12,53.033,38.9
ACR-186_20201107_12,54.479,38.21
POC-55_20201107_11,54.821,37.83
ACR-185_20201107_11,52.244,39.46
ACR-180_20201107_11,54.219,37.99
