Sample ID1,Weight,Salinity
JUNK2,59.731,35
HT1,59.634,34.1
HT2,59.933,34.1
BT1,60.097,34.07
BT2,60.443,34.07
BT3,60.227,34.07
QT1,59.758,33.38
QT2,60.127,33.28
