"SampleID","TA","Mass","Salinity"
"JUNK",-1213.70347594479,60.006,35
"HT1",1542.55999527882,60.02,36.41
"HT2",1544.45249183344,59.984,36.41
"BT1",2356.13689144782,60.318,36.33
"BT2",2373.36410859146,60.061,36.33
"BT3",1568.15766057429,59.635,36.33
"QT1",1542.07070572377,59.985,38.21
"QT2",1530.99449732138,60.259,38.21
