"Task","T2631"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","167.3","22.3"
"2","167.2","22.3"
"3","167.3","22.3"
"4","167.3","22.3"
"5","167.3","22.3"
"6","167.3","22.3"
"7","167.3","22.3"
"8","167.4","22.3"
"9","167.4","22.3"
"10","167.4","22.3"
"11","167.4","22.3"
"12","167.4","22.3"
"13","167.5","22.3"
"14","167.4","22.3"
"15","167.5","22.3"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-6.4","21.8"
"2","-6.4","21.8"
"3","-6.4","21.8"
"4","-6.4","21.8"
"5","-6.4","21.8"
"6","-6.4","21.8"
"7","-6.4","21.8"
"8","-6.4","21.8"
"9","-6.4","21.8"
"10","-6.4","21.8"
"11","-6.4","21.8"
"12","-6.4","21.8"
"13","-6.4","21.8"
"14","-6.4","21.8"
"15","-6.4","21.8"
"16","-6.4","21.8"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-180.1","21.7"
"2","-180.1","21.7"
"3","-180.1","21.7"
"4","-180.1","21.7"
"5","-180.1","21.7"
"6","-180.1","21.7"
"7","-180.1","21.7"
"8","-180.1","21.7"
"9","-180.1","21.7"
"10","-180.1","21.7"
"11","-180.2","21.7"
"12","-180.2","21.7"
"13","-180.1","21.7"
"14","-180.2","21.7"
"15","-180.2","21.7"
