"SampleID","TA","Mass","Salinity"
"JUNK 1",2646.21994925958,59.184,35
"POC-68_20200111_15",2333.77641388007,47.405,37.66
"POR-83_20200111_15",2244.98889292755,50.501,37.95
"ACR-186_20200111_15",2328.34115334819,50.149,38.06
"ACR-173_20200111_15",2326.72068402091,48.348,38.74
"por-77_20200111_15",2314.87429382825,50.193,37.99
"Initial2_20200111_15",2347.33022480756,51.522,37.89
"POC-45_20200111_15",2325.83054329105,49.661,38.07
"POR-72_20200111_15",2263.2472841604,48.634,38.21
