Sample ID1,Weight,Salinity
JUNK1,59.841,35
POC-42,60.339,
POR-73,60.323,
ACR-186,60.143,
BLANK-9,60.213,
ACR-150,60.464,
INITIAL-1,59.952,
ACR-173,59.932,
POC-50,60.098,
