Sample ID1,Weight,Salinity
JUNK1,59.861,35
HT1,59.957,35.81
HT2,60.301,35.81
BT1,59.946,35.6
BT2,60.283,35.6
BT3,60.308,35.6
QT1,60.408,37.37
QT2,59.513,37.37
