"SampleID","TA","Mass","Salinity"
"JUNK 1",2304.00794359547,59.78,35
"HT 1",2325.27732665145,59.775,33.85
"HT 2",2324.99609397174,60.185,33.85
"BT 1",2318.62569281743,59.741,33.82
"BT 2",2321.49944075775,59.838,33.82
"BT 3",2325.48507924443,59.954,33.82
"QT 1",2643.21701528351,59.843,35.29
"QT 2",2642.9423466895,59.962,35.29
