Sample ID1,Weight,Salinity
JUNK 1,59.78,35
HT 1,59.775,33.85
HT 2,60.185,33.85
BT 1,59.741,33.82
BT 2,59.838,33.82
BT 3,59.954,33.82
QT 1,59.843,35.29
QT 2,59.962,35.29
