Sample ID1,Weight,Salinity
JUNK 1,59.986,35
HT 1,60.26,35.66
HT 2,60.046,35.66
BT 1,59.527,35.62
BT 2,59.738,35.62
BT 3,59.767,35.62
QT 1,60.379,35.68
QT 2,60.211,35.68
