"SampleID","TA","Mass","Salinity"
"JUNK 1",2651.32112981632,59.986,35
"HT 1",3230.32036282397,60.26,35.66
"HT 2",3231.75931323515,60.046,35.66
"BT 1",3234.49777615815,59.527,35.62
"BT 2",3236.4554013391,59.738,35.62
"BT 3",3234.99088016273,59.767,35.62
"QT 1",2650.51310226149,60.379,35.68
"QT 2",2651.35336461431,60.211,35.68
