Task,T2023
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,169.2,21.0
2,169.1,21.0
3,169.2,21.0
4,169.2,21.0
5,169.2,21.0
6,169.2,21.0
7,169.2,21.0
8,169.2,20.9
9,169.3,20.9
10,169.3,20.9
11,169.3,20.9
12,169.3,20.9
13,169.4,20.9
14,169.5,20.9
15,169.4,20.9
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,-4.0,20.8
2,-4.1,20.8
3,-4.0,20.8
4,-4.0,20.8
5,-4.0,20.8
6,-3.9,20.8
7,-3.9,20.8
8,-3.9,20.8
9,-3.9,20.8
10,-3.9,20.8
11,-4.0,20.8
12,-4.0,20.8
13,-4.0,20.8
14,-3.9,20.8
15,-3.9,20.8
16,-3.9,20.8
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-178.8,20.8
2,-178.8,20.8
3,-178.8,20.8
4,-178.8,20.8
5,-178.8,20.8
6,-178.8,20.8
7,-178.8,20.8
8,-178.8,20.8
9,-178.9,20.8
10,-178.9,20.8
11,-178.9,20.8
12,-178.8,20.8
13,-178.9,20.8
14,-178.9,20.8
15,-178.9,20.8
