"Task","T3382"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","172.5","19.7"
"2","172.6","19.7"
"3","172.6","19.7"
"4","172.7","19.7"
"5","172.6","19.7"
"6","172.7","19.7"
"7","172.7","19.7"
"8","172.8","19.7"
"9","172.8","19.7"
"10","172.7","19.7"
"11","172.8","19.7"
"12","172.8","19.7"
"13","172.8","19.7"
"14","172.8","19.7"
"15","172.9","19.7"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-0.4","19.7"
"2","-0.4","19.7"
"3","-0.4","19.7"
"4","-0.4","19.7"
"5","-0.4","19.7"
"6","-0.4","19.7"
"7","-0.4","19.7"
"8","-0.4","19.7"
"9","-0.3","19.7"
"10","-0.3","19.7"
"11","-0.4","19.7"
"12","-0.4","19.7"
"13","-0.4","19.7"
"14","-0.4","19.7"
"15","-0.3","19.7"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-170.8","19.7"
"2","-170.8","19.7"
"3","-170.8","19.7"
"4","-170.8","19.7"
"5","-170.8","19.7"
"6","-170.9","19.7"
"7","-170.8","19.7"
"8","-170.8","19.7"
"9","-170.9","19.7"
"10","-170.9","19.7"
"11","-170.9","19.7"
"12","-170.9","19.7"
"13","-170.9","19.7"
"14","-170.9","19.7"
"15","-170.9","19.7"
