"SampleID","TA","Mass","Salinity"
"JUNK1",2639.12712794245,60.238,35
"POR_82",2274.19295228573,60.378,40.55
"POC_57",2319.26422775354,59.96,40.76
"INITIAL2",2340.15165922546,60.448,40.73
"POC_43",2318.78430225776,60.445,40.78
"ACR_51",2280.9306575261,60.203,40.76
"INITIAL2.1",2330.66583042499,60.354,40.55
"INITIAL1",2335.34615075794,59.857,40.69
"BK_13",2334.90676472687,59.544,40.72
