Sample ID1,Weight,Salinity
JUNK 1,59.897,35
HT 1,60.422,34.48
HT 2,60.103,34.48
BT 1,60.157,34.45
BT 2,60.014,34.45
BT 3,59.848,34.45
QT 1,59.72,33.9
QT 2,60.176,33.9
