Task,T833
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,177.7,20.8
2,177.7,20.8
3,177.7,20.8
4,177.7,20.8
5,177.6,20.8
6,177.6,20.8
7,177.6,20.8
8,177.7,20.8
9,177.6,20.8
10,177.7,20.8
11,177.7,20.8
12,177.6,20.8
13,177.6,20.8
14,177.6,20.8
15,177.6,20.8
16,177.6,20.8
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,4.1,20.7
2,4.1,20.7
3,4.1,20.7
4,4.1,20.7
5,4.0,20.7
6,4.0,20.7
7,4.0,20.7
8,4.0,20.7
9,4.1,20.7
10,4.1,20.7
11,4.0,20.7
12,4.1,20.7
13,4.1,20.7
14,4.1,20.6
15,4.0,20.6
16,4.0,20.7
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-170.7,20.6
2,-170.7,20.6
3,-170.7,20.6
4,-170.7,20.6
5,-170.7,20.6
6,-170.8,20.6
7,-170.8,20.6
8,-170.8,20.6
9,-170.8,20.6
10,-170.8,20.6
11,-170.8,20.6
12,-170.8,20.6
13,-170.8,20.6
14,-170.8,20.6
15,-170.8,20.6
16,-170.7,20.6
