"SampleID","TA","Mass","Salinity"
"JUNK 1",2670.93766823473,59.897,35
"HT 1",2615.8448274113,60.422,34.48
"HT 2",2614.58704560652,60.103,34.48
"BT 1",2609.92625220303,60.157,34.45
"BT 2",2616.22485857491,60.014,34.45
"BT 3",2615.74280270353,59.848,34.45
"QT 1",2775.84200148582,59.72,33.9
"QT 2",2770.37551967287,60.176,33.9
