"SampleID","TA","Mass","Salinity"
"JUNK 1",2573.74082228746,59.75,35
"HT 1",2561.64285883503,59.77,35.6
"HT 2",2560.83455618147,60.169,35.6
"BT 1",2567.64250650466,59.68,35.59
"BT 2",2566.35389741833,60.256,35.59
"BT 3",2567.36531029375,60.163,35.59
"QT 1",2758.50700503835,59.839,34.82
"QT 2",2756.92221583829,60.122,34.82
