Task,T891
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,182.5,20.6
2,182.4,20.6
3,182.4,20.6
4,182.4,20.6
5,182.4,20.6
6,182.4,20.6
7,182.4,20.6
8,182.4,20.6
9,182.4,20.6
10,182.4,20.6
11,182.4,20.6
12,182.4,20.6
13,182.4,20.6
14,182.4,20.6
15,182.4,20.6
16,182.4,20.6
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,15.8,20.4
2,15.8,20.4
3,15.8,20.4
4,15.8,20.4
5,15.8,20.4
6,15.8,20.4
7,15.9,20.4
8,15.9,20.4
9,15.9,20.4
10,15.9,20.4
11,15.9,20.4
12,15.9,20.4
13,16.0,20.4
14,16.0,20.4
15,16.0,20.4
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-156.9,20.4
2,-156.9,20.4
3,-157.0,20.4
4,-157.0,20.4
5,-157.0,20.4
6,-157.0,20.4
7,-157.0,20.4
8,-157.0,20.4
9,-157.0,20.4
10,-157.0,20.4
11,-157.0,20.4
12,-157.0,20.4
13,-157.0,20.4
14,-157.0,20.4
15,-157.0,20.4
