"Date","SampleID","TA","Mass","Salinity"
"20240926","JUNK3",1510.58283978761,60.149,35
"20240926","BT1/2",2410.90569422329,60.128,35.77
"20240926","BT3/4",2407.40851898986,60.147,35.18
"20240926","QT1",2532.54803783124,60.391,35.39
"20240926","QT2",2534.97523960416,60.224,35.39
