"SampleID","TA","Mass","Salinity"
"JUNK1",2127.38850951375,59.736,35
"POC-346",2325.31511305514,59.651,37.77
"ACR-393",2319.92989417533,60.172,37.72
"INITIAL-1",2336.42991421746,60.005,37.74
"POC-395",2316.5050298392,59.603,37.74
"POC-48",2325.01226734367,59.609,37.75
"TANK1",2420.20767910642,60.463,34.77
"TANK2",2424.8772397006,60.411,34.77
"TANK3",2420.54981744246,59.979,34.77
