"SampleID","TA","Mass","Salinity"
"JUNK1",2046.27262934681,60.469,35
"TANK1",2041.88469882272,60.165,32.21
"TANK2",2042.56549084997,59.926,32.21
"TANK3",2037.4502555346,59.838,32.21
"POC-257",2294.21281589112,60.182,36.79
"POR-240",2253.77127801894,60.261,36.88
"POR-262",2248.02673011785,59.802,36.87
"POC-254",2287.41202551437,60.339,36.86
"ACR-265",2283.76004008528,59.977,37
