Sample ID1,Weight,Salinity
JUNK 1,59.875,35
HT 1,60.313,34.24
HT 2,60.404,34.24
BT 1,59.939,34.23
BT 2,59.756,34.23
BT 3,60.497,34.23
QT 1,60.311,35.83
QT 2,59.623,35.83
