"SampleID","TA","Mass","Salinity"
"JUNK 1",2329.2567614887,59.875,35
"HT 1",2389.52965191942,60.313,34.24
"HT 2",2380.43061092698,60.404,34.24
"BT 1",2376.12550646811,59.939,34.23
"BT 2",2374.00863129458,59.756,34.23
"BT 3",2372.60266421765,60.497,34.23
"QT 1",2596.89769707057,60.311,35.83
"QT 2",2604.81495529866,59.623,35.83
