"SampleID","TA","Mass","Salinity"
"JUNK 1",2274.50372408225,60.696,35
"POC-205_20200105_4",2338.22994488588,59.888,41.54
"ACR-246_20200105_4",2265.14351710953,60.031,41.17
"POC-222_20200106_5",2319.27202502226,60.956,41.33
"Initail2_20200105_4",2314.01441330678,59.993,41.62
"Initial1_20200105_4",2356.00738521294,59.188,41.53
"POC-200_20200105_3",2332.13854946163,60.718,41.42
"POC-371_20200106_6",2329.36385533681,60.349,41.2
"POR-209_20200105_3",2259.74707680525,60.426,40.63
