Sample ID1,Weight,Salinity
JUNK 1,60.696,35
POC-205_20200105_4,59.888,41.54
ACR-246_20200105_4,60.031,41.17
POC-222_20200106_5,60.956,41.33
Initail2_20200105_4,59.993,41.62
Initial1_20200105_4,59.188,41.53
POC-200_20200105_3,60.718,41.42
POC-371_20200106_6,60.349,41.2
POR-209_20200105_3,60.426,40.63
