Sample ID1,Weight,Salinity
JUNK 1,59.205,35
Initial2_20200105_3,59.923,41.15
BK-3_20200105_3,60.611,42.33
POC-238_20200105_3,60.404,40.61
ACR-234_20200105_3,59.905,40.82
Initial1_20200104_2,59.795,40.12
ACR-229_20200105_3,59.706,41.24
POC-255_20200104_2,59.436,38.42
POC-201_20200104_2,59.729,41.52
