Sample ID1,Weight,Salinity
JUNK 1,55.633,35
Initial2_20201106_9,52.456,38.24
Initial2_20201106_10,52.931,38.14
POR-73_20201106_10,52.683,38.64
POC-40_20201106_9,53.372,38.11
ACR-145_20201106_9,54.957,38.2
POR-70_20201106_9,46.026,45.87
POR-74_20201106_10,52.571,38.24
BK-10_20201106_10,53.495,38.5
