Sample ID1,Weight,Salinity
JUNK 1,59.988,35
POC-47_20201106_10,51.096,41.06
POR-72_20201106_10,52.797,39.62
ACR-175_20201106_10,53.497,39.09
POC-44_20201106_10,53.392,39.45
POC-43_20201106_9,53.086,39.33
POR-69_20201106_9,55.09,39.22
POR-71_20201106_9,52.441,40.5
Initial1_20201106_10,52.299,39.07
