"SampleID","TA","Mass","Salinity"
"JUNK 1",2106.2067282817,60.064,35
"Initial-1_20200106_5",2289.58405026884,59.751,37.55
"BK-7_20200107_7",2356.63364852764,59.634,37.54
"POC-369_20200107_7",2322.27535408133,60.072,37.56
"POC-377_20200106_6",2280.25735815615,59.803,37.65
"ACR-265_20200105_4",2328.93355187038,60.273,37.7
"ACR-345_20200107_7",2329.65971189938,60.455,37.89
"POR-224_20200105_4",2320.61019952154,60.135,37.93
"POR-362_20200106_6",2274.03635512812,60.256,37.94
