Task,T782
Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)
Result,Measurenormal1
t,E,T
1,176.7,20.5
2,176.7,20.5
3,176.7,20.5
4,176.6,20.5
5,176.6,20.5
6,176.6,20.5
7,176.7,20.5
8,176.6,20.5
9,176.6,20.5
10,176.6,20.5
11,176.6,20.5
12,176.6,20.5
13,176.6,20.5
14,176.6,20.5
15,176.6,20.5
Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)
Result,Measurenormal1
t,E,T
1,2.8,20.4
2,2.8,20.4
3,2.8,20.4
4,2.8,20.4
5,2.8,20.4
6,2.8,20.4
7,2.8,20.4
8,2.8,20.4
9,2.8,20.4
10,2.8,20.4
11,2.8,20.4
12,2.8,20.4
13,2.8,20.4
14,2.8,20.4
15,2.8,20.4
Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)
Result,Measurenormal1
t,E,T
1,-172.8,20.3
2,-173.0,20.3
3,-172.9,20.3
4,-172.9,20.3
5,-172.9,20.3
6,-172.8,20.3
7,-172.9,20.3
8,-173.0,20.3
9,-172.9,20.3
10,-173.1,20.3
11,-172.9,20.3
12,-172.9,20.3
13,-173.0,20.3
14,-172.8,20.3
15,-172.9,20.3
16,-172.9,20.3
