"SampleID","TA","Mass","Salinity"
"JUNK1",2027.23997432332,59.999,35
"TANK1",1989.13570487248,60.341,33.93
"TANK2",1988.33638752862,60.22,33.93
"TANK3",1992.54820128628,60.278,33.93
