Sample ID1,Weight,Salinity
20250626_acc,60.166,36.38
20240710_3,60.28,38.55
20240715_2,60.115,38.54
20240717_3,60.322,38.46
20240720_2,60.649,39.59
20240720_7,60.531,38.68
20240726_4,60.422,38.84
20240809_4,59.567,38.95
20240814_4,60.409,38.92
