"Task","T3314"
"Scope 1/1, Sample 1/3 (METTLER TOLEDO USA (Ref. 25?C) | 4.01)"
"Result","Measurenormal1"
"t","E","T"
"1","170.8","19.6"
"2","170.7","19.6"
"3","170.8","19.6"
"4","170.8","19.6"
"5","170.7","19.6"
"6","170.8","19.6"
"7","170.8","19.6"
"8","170.8","19.6"
"9","170.9","19.6"
"10","170.9","19.6"
"11","170.9","19.6"
"12","170.9","19.6"
"13","170.9","19.6"
"14","170.9","19.6"
"15","170.9","19.6"
"16","170.9","19.6"
"Scope 1/1, Sample 2/3 (METTLER TOLEDO USA (Ref. 25?C) | 7.00)"
"Result","Measurenormal1"
"t","E","T"
"1","-1.4","19.4"
"2","-1.5","19.4"
"3","-1.5","19.4"
"4","-1.5","19.4"
"5","-1.5","19.4"
"6","-1.4","19.4"
"7","-1.4","19.4"
"8","-1.4","19.4"
"9","-1.4","19.4"
"10","-1.4","19.4"
"11","-1.4","19.4"
"12","-1.4","19.4"
"13","-1.4","19.4"
"14","-1.4","19.4"
"15","-1.4","19.4"
"16","-1.4","19.4"
"Scope 1/1, Sample 3/3 (METTLER TOLEDO USA (Ref. 25?C) | 10.01)"
"Result","Measurenormal1"
"t","E","T"
"1","-173.1","19.3"
"2","-173.0","19.3"
"3","-173.1","19.3"
"4","-173.1","19.3"
"5","-173.1","19.3"
"6","-173.0","19.3"
"7","-172.8","19.3"
"8","-172.5","19.3"
"9","-172.5","19.3"
"10","-172.4","19.3"
"11","-172.5","19.3"
"12","-172.5","19.3"
"13","-172.8","19.3"
"14","-173.1","19.3"
"15","-173.1","19.3"
