"Task","T3361"
"Scope 1/1, Sample 1/5 (JUNK5)"
"Result","TitrationEQP1"
"V","t","E","T","dV/dt","dE/dV","log dE/dV","d?E/dV?","E acc. stat.","Volume acc. stat.","BETA"
"0.0000","0","125.5","19.7","NaN","","","","","",""
"0.0200","27","76.5","19.7","0.0005","","","","","",""
"0.0400","178","-24.5","19.7","0.0000","","","","","",""
"0.0600","191","-26.7","19.7","0.0015","","","","","",""
"0.1100","194","-27.1","19.7","0.0145","","","","","",""
"0.2350","225","-19.5","19.7","0.0040","-21.45","1.33","","","","NaN"
"0.3225","255","-12.4","19.7","0.0030","77.60","1.89","","","","NaN"
"0.3950","285","-5.6","19.7","0.0025","20.71","1.32","","","","NaN"
"0.4705","315","0.3","19.7","0.0025","-17.66","1.25","","","","NaN"
"0.5915","327","3.5","19.7","0.0100","29.48","1.47","","","","NaN"
"0.7915","358","18.6","19.7","0.0065","620.42","2.79","","","","NaN"
"0.8475","388","43.5","19.7","0.0020","905.35","2.96","","","","NaN"
"0.8675","418","76.6","19.6","0.0005","767.16","2.88","","","","NaN"
"0.8875","448","116.7","19.6","0.0005","715.84","2.85","","","","NaN"
"0.9075","478","150.4","19.6","0.0005","980.00","2.99","","","","NaN"
"0.9275","508","167.4","19.6","0.0005","710.73","2.85","","","","NaN"
"0.9475","532","175.2","19.6","0.0010","715.01","2.85","","","","NaN"
"0.9925","552","185.9","19.6","0.0020","425.93","2.63","","","","NaN"
"1.0470","568","195.0","19.6","0.0035","","","","","",""
"1.1150","582","203.3","19.6","0.0050","","","","","",""
"1.2060","594","211.2","19.6","0.0075","","","","","",""
"1.3325","604","219.3","19.6","0.0125","","","","","",""
"1.5065","614","227.3","19.6","0.0185","","","","","",""
"Scope 1/1, Sample 2/5 (BT1)"
"Result","TitrationEQP1"
"V","t","E","T","dV/dt","dE/dV","log dE/dV","d?E/dV?","E acc. stat.","Volume acc. stat.","BETA"
"0.0000","0","121.9","21.0","NaN","","","","","",""
"0.0200","28","74.6","21.1","0.0005","","","","","",""
"0.0400","179","-23.6","20.9","0.0000","","","","","",""
"0.0600","200","-26.3","20.9","0.0010","","","","","",""
"0.1100","203","-26.4","20.9","0.0150","","","","","",""
"0.2350","234","-18.6","20.9","0.0040","41.99","1.62","","","","NaN"
"0.3165","264","-11.4","20.8","0.0025","122.54","2.09","","","","NaN"
"0.3800","294","-4.3","20.8","0.0020","26.07","1.42","","","","NaN"
"0.4370","324","1.4","20.8","0.0020","-25.31","1.40","","","","NaN"
"0.5255","332","3.4","20.8","0.0115","-3.74","0.57","","","","NaN"
"0.7255","362","20.7","20.7","0.0065","718.36","2.86","","","","NaN"
"0.7685","392","47.6","20.7","0.0015","881.33","2.95","","","","NaN"
"0.7885","422","83.7","20.7","0.0005","731.65","2.86","","","","NaN"
"0.8085","452","125.0","20.6","0.0005","797.23","2.90","","","","NaN"
"0.8285","483","156.2","20.6","0.0005","949.51","2.98","","","","NaN"
"0.8485","513","170.2","20.6","0.0005","719.55","2.86","","","","NaN"
"0.8740","534","178.4","20.6","0.0010","656.38","2.82","","","","NaN"
"0.9280","553","189.8","20.6","0.0030","357.50","2.55","","","","NaN"
"0.9855","567","198.3","20.5","0.0040","","","","","",""
"1.0630","580","206.6","20.5","0.0055","","","","","",""
"1.1650","591","214.5","20.5","0.0090","","","","","",""
"1.3100","601","222.7","20.5","0.0140","","","","","",""
"1.5020","610","230.5","20.5","0.0215","","","","","",""
"Scope 1/1, Sample 3/5 (BT2)"
"Result","TitrationEQP1"
"V","t","E","T","dV/dt","dE/dV","log dE/dV","d?E/dV?","E acc. stat.","Volume acc. stat.","BETA"
"0.0000","0","121.8","20.5","NaN","","","","","",""
"0.0200","28","74.6","20.6","0.0005","","","","","",""
"0.0400","179","-22.4","20.5","0.0000","","","","","",""
"0.0600","207","-25.7","20.4","0.0005","","","","","",""
"0.1100","210","-25.8","20.4","0.0180","","","","","",""
"0.2350","240","-18.1","20.4","0.0040","119.93","2.08","","","","NaN"
"0.3195","270","-10.3","20.4","0.0030","171.77","2.23","","","","NaN"
"0.3770","300","-3.3","20.4","0.0020","74.82","1.87","","","","NaN"
"0.4275","331","3.1","20.3","0.0015","55.74","1.75","","","","NaN"
"0.4885","334","3.4","20.3","0.0185","45.45","1.66","","","","NaN"
"0.6410","364","14.2","20.3","0.0050","289.71","2.46","","","","NaN"
"0.7050","395","27.4","20.3","0.0020","617.86","2.79","","","","NaN"
"0.7250","425","41.7","20.3","0.0005","730.34","2.86","","","","NaN"
"0.7450","455","58.5","20.2","0.0005","818.19","2.91","","","","NaN"
"0.7650","485","79.9","20.2","0.0005","909.10","2.96","","","","NaN"
"0.7850","516","107.6","20.2","0.0005","1173.46","3.07","","","","NaN"
"0.8050","546","136.7","20.2","0.0005","954.76","2.98","","","","NaN"
"0.8250","576","158.1","20.2","0.0005","738.61","2.87","","","","NaN"
"0.8450","605","169.0","20.1","0.0005","630.49","2.80","","","","NaN"
"0.8735","628","178.2","20.1","0.0010","489.80","2.69","","","","NaN"
"0.9160","648","187.5","20.1","0.0020","315.51","2.50","","","","NaN"
"0.9690","663","195.8","20.1","0.0035","","","","","",""
"1.0405","676","204.0","20.1","0.0055","","","","","",""
"1.1375","687","212.2","20.1","0.0085","","","","","",""
"1.2650","697","219.9","20.1","0.0125","","","","","",""
"1.4490","706","228.1","20.1","0.0195","","","","","",""
"Scope 1/1, Sample 4/5 (BT3)"
"Result","TitrationEQP1"
"V","t","E","T","dV/dt","dE/dV","log dE/dV","d?E/dV?","E acc. stat.","Volume acc. stat.","BETA"
"0.0000","0","120.9","20.0","NaN","","","","","",""
"0.0200","28","74.2","20.1","0.0005","","","","","",""
"0.0400","179","-22.2","20.0","0.0000","","","","","",""
"0.0600","208","-25.7","20.0","0.0005","","","","","",""
"0.1100","212","-25.7","19.9","0.0120","","","","","",""
"0.2350","242","-18.1","19.9","0.0040","115.92","2.06","","","","NaN"
"0.3200","272","-10.3","19.9","0.0030","127.01","2.10","","","","NaN"
"0.3780","303","-3.4","19.9","0.0020","72.56","1.86","","","","NaN"
"0.4310","333","2.1","19.9","0.0020","47.71","1.68","","","","NaN"
"0.5190","363","9.3","19.9","0.0030","48.58","1.69","","","","NaN"
"0.6425","393","18.2","19.9","0.0040","194.25","2.29","","","","NaN"
"0.7675","423","37.7","19.8","0.0040","762.20","2.88","","","","NaN"
"0.7915","454","62.6","19.8","0.0010","789.20","2.90","","","","NaN"
"0.8115","484","95.1","19.8","0.0005","697.02","2.84","","","","NaN"
"0.8315","514","130.4","19.8","0.0005","810.53","2.91","","","","NaN"
"0.8515","544","156.4","19.8","0.0005","841.83","2.93","","","","NaN"
"0.8715","572","168.9","19.8","0.0005","715.89","2.85","","","","NaN"
"0.8980","592","177.1","19.8","0.0015","576.89","2.76","","","","NaN"
"0.9500","612","188.4","19.7","0.0025","328.23","2.52","","","","NaN"
"1.0025","624","196.0","19.7","0.0045","","","","","",""
"1.0860","636","205.2","19.7","0.0070","","","","","",""
"1.1815","646","212.7","19.7","0.0100","","","","","",""
"1.3260","655","221.0","19.7","0.0155","","","","","",""
"1.5140","664","228.8","19.7","0.0210","","","","","",""
"Scope 1/1, Sample 5/5 (BT4)"
"Result","TitrationEQP1"
"V","t","E","T","dV/dt","dE/dV","log dE/dV","d?E/dV?","E acc. stat.","Volume acc. stat.","BETA"
"0.0000","0","122.3","19.6","NaN","","","","","",""
"0.0200","28","76.6","19.7","0.0005","","","","","",""
"0.0400","179","-17.9","19.6","0.0000","","","","","",""
"0.0600","208","-22.1","19.6","0.0005","","","","","",""
"0.1100","211","-22.4","19.6","0.0160","","","","","",""
"0.2350","241","-15.9","19.6","0.0040","9.56","0.98","","","","NaN"
"0.3515","272","-8.0","19.6","0.0040","141.06","2.15","","","","NaN"
"0.4435","302","-0.8","19.6","0.0030","70.52","1.85","","","","NaN"
"0.5310","332","6.2","19.6","0.0030","111.02","2.05","","","","NaN"
"0.6295","362","15.1","19.6","0.0035","274.87","2.44","","","","NaN"
"0.7085","392","28.2","19.6","0.0025","595.60","2.77","","","","NaN"
"0.7350","423","43.4","19.6","0.0010","743.55","2.87","","","","NaN"
"0.7550","453","61.7","19.5","0.0005","804.26","2.91","","","","NaN"
"0.7750","483","85.3","19.5","0.0005","909.91","2.96","","","","NaN"
"0.7950","513","114.9","19.5","0.0005","1133.11","3.05","","","","NaN"
"0.8150","544","143.1","19.5","0.0005","897.63","2.95","","","","NaN"
"0.8350","574","161.4","19.5","0.0005","707.68","2.85","","","","NaN"
"0.8550","600","170.7","19.5","0.0010","615.53","2.79","","","","NaN"
"0.8895","619","180.2","19.5","0.0020","438.51","2.64","","","","NaN"
"0.9380","635","189.8","19.5","0.0030","268.58","2.43","","","","NaN"
"0.9945","649","197.8","19.5","0.0040","","","","","",""
"1.0720","661","205.9","19.5","0.0065","","","","","",""
"1.1785","672","213.9","19.5","0.0095","","","","","",""
"1.3240","682","221.8","19.5","0.0150","","","","","",""
"1.5240","691","229.8","19.5","0.0225","","","","","",""
